,paper_id,input,output
2275,SP:0eaf058ed224464f6682cbbd80f716c89759f467,"soft actor - critic ( SAC ) algorithm USED-FOR maximum entropy reinforcement learning ( RL ). undesired behavior FEATURE-OF SAC. SAC USED-FOR finite MDP setups. SAC USED-FOR optimal convergence. no - reward environment USED-FOR function approximation. no - reward environment USED-FOR SAC. function approximation USED-FOR SAC. entropy EVALUATE-FOR policy. SAC USED-FOR policy. policy update USED-FOR entropy. function approximation USED-FOR SAC. soft Q - function USED-FOR exploration. entropy term PART-OF Q - function. soft Q - function USED-FOR entropy. sparse mujoco tasks CONJUNCTION delayed mujoco tasks. delayed mujoco tasks CONJUNCTION sparse mujoco tasks. dense rewards FEATURE-OF mujoco environments. delayed mujoco tasks EVALUATE-FOR approach. sparse mujoco tasks EVALUATE-FOR approach. algorithm COMPARE SOTA approaches. SOTA approaches COMPARE algorithm. OtherScientificTerm are Q value, and sparse - reward shapes. Generic is solution. Method is Max - Min Entropy RL ( MME ). ","This paper proposes a soft actor-critic (SAC) algorithm for maximum entropy reinforcement learning (RL). SAC has been shown to exhibit undesired behavior in finite MDP setups, and the authors propose a solution called Max-Min Entropy RL (MME) to address this issue. The key idea of SAC is to use a function approximation in a no-reward environment to achieve optimal convergence. The entropy of the policy learned by SAC can be estimated using a policy update. The authors propose to add an entropy term to the Q-function to encourage exploration. The proposed approach is evaluated on sparse mujoco tasks and delayed mujococo tasks with dense rewards. The experiments show that the proposed algorithm outperforms the SOTA approaches in most cases, especially when the Q value is small and when sparse-rewards shapes are used."
2276,SP:19107a648d3d23403a8693b065ee842833a0b893,"continuous - time markov chains USED-FOR time evolution of discrete sets. approximate formulation USED-FOR likelihood maximization. state sequence recovery EVALUATE-FOR theoretical framework. TCGA FEATURE-OF real world cancer dataset. real world cancer dataset EVALUATE-FOR framework. Generic is problems. Material is cross - sectional data. OtherScientificTerm are underspecification, time order, and copy number aberration events. ","This paper studies the time evolution of discrete sets using continuous-time markov chains. The authors propose an approximate formulation for likelihood maximization, which can be applied to a variety of problems. The theoretical framework is evaluated on state sequence recovery and on TCGA on a real world cancer dataset, where the authors show that the proposed framework is able to recover state sequence from cross-sectional data without underspecification. The paper also shows that the time order can be improved by adding copy number aberration events."
2277,SP:19107a648d3d23403a8693b065ee842833a0b893,"genetic mutations HYPONYM-OF time evolution of discrete states. continuous - time Markov chains USED-FOR time evolution of discrete states. cross - sectional data USED-FOR learning task. approximate likelihood maximization method USED-FOR continuous - time Markov chains. high - dimensional data EVALUATE-FOR methods. synthetic and real cancer data EVALUATE-FOR methods. OtherScientificTerm are time order, and underspecification. ","This paper proposes to learn continuous-time Markov chains for time evolution of discrete states (e.g., genetic mutations) using cross-sectional data. The authors propose an approximate likelihood maximization method to learn the parameters of such continuous-temporally-exponential Markov Chains. The proposed methods are evaluated on both synthetic and real cancer data, and on high-dimensional data. In particular, the authors show that the learned time order is consistent with the underlying learning task, and that there is no underspecification."
2278,SP:19107a648d3d23403a8693b065ee842833a0b893,continuous - time Markov Chain method USED-FOR time evolution of events. Material is single - cell sequencing data sets. ,This paper proposes a continuous-time Markov Chain method to model the time evolution of events. The authors conduct experiments on single-cell sequencing data sets.
2279,SP:19107a648d3d23403a8693b065ee842833a0b893,"pairwise interaction model USED-FOR rates. stochastic approximation USED-FOR likelihood ’s gradient. independent elements USED-FOR posterior distribution of observation time. OtherScientificTerm are time stamps, and binary components. Generic is class. ","This paper proposes a pairwise interaction model to estimate rates for rates that are independent of time stamps. The authors propose a stochastic approximation to the likelihood’s gradient, which consists of two binary components. The posterior distribution of observation time is modeled as a set of independent elements, and the class is defined as a weighted sum of these elements."
2280,SP:68dfc737a8ea591da2c7fe048a5b8995c89e1fec,self - supervised pre - training framework USED-FOR document understanding. UniDoc HYPONYM-OF self - supervised pre - training framework. gated cross attention USED-FOR cross - modal correlation. image feature HYPONYM-OF multimodal data. multimodal data USED-FOR UniDoc. gated cross attention USED-FOR UniDoc. downstream tasks EVALUATE-FOR UniDoc. ,"This paper proposes UniDoc, a self-supervised pre-training framework for document understanding. UniDoc uses multimodal data (e.g., image feature) and uses gated cross attention to encourage cross-modal correlation between documents. Experiments on several downstream tasks demonstrate the effectiveness of UniDoc."
2281,SP:68dfc737a8ea591da2c7fe048a5b8995c89e1fec,unified framework USED-FOR pre - training image / text encoders. unified framework USED-FOR visual and textual features. pre - training image / text encoders USED-FOR visual and textual features. Masked Sentence Modeling CONJUNCTION Visual Contrastive Learning. Visual Contrastive Learning CONJUNCTION Masked Sentence Modeling. Visual Contrastive Learning CONJUNCTION Vision - Language Alignment. Vision - Language Alignment CONJUNCTION Visual Contrastive Learning. pre - training tasks USED-FOR Transformer model. Masked Sentence Modeling HYPONYM-OF pre - training tasks. Vision - Language Alignment HYPONYM-OF pre - training tasks. Visual Contrastive Learning HYPONYM-OF pre - training tasks. multimodal embeddings USED-FOR Transformer model. UniDoc model COMPARE baselines. baselines COMPARE UniDoc model. Method is image / text encoders. OtherScientificTerm is visual & textual features. Generic is pre - trained model. ,"This paper proposes a unified framework for pre-training image/text encoders to learn both visual and textual features simultaneously. The authors propose to pre-train a Transformer model with multimodal embeddings on three pre-trained tasks: Masked Sentence Modeling, Visual Contrastive Learning, and Vision-Language Alignment. They show that the pre-trained model is able to generalize to unseen images and text. They also compare the performance of the UniDoc model with several baselines."
2282,SP:68dfc737a8ea591da2c7fe048a5b8995c89e1fec,multi - modal pretraining method USED-FOR document understanding. hierarchical model architecture CONJUNCTION pretraining tasks. pretraining tasks CONJUNCTION hierarchical model architecture. hierarchical model architecture PART-OF It. pretraining tasks PART-OF It. It COMPARE SOTA methods. SOTA methods COMPARE It. them EVALUATE-FOR It. tasks EVALUATE-FOR It. tasks EVALUATE-FOR SOTA methods. models USED-FOR architecture. Task is multi - modal pretraining tasks. ,This paper proposes a multi-modal pretraining method for document understanding. It consists of a hierarchical model architecture and a set of pretraining tasks. It is evaluated on a variety of tasks and compared to SOTA methods on all of them. The results show that the proposed architecture is able to generalize well to new models. The paper also provides a theoretical analysis of the multi-modesality of the architecture.
2283,SP:68dfc737a8ea591da2c7fe048a5b8995c89e1fec,multimodal pre - trained model USED-FOR document understanding. UniDoc HYPONYM-OF multimodal pre - trained model. sentence embeddings CONJUNCTION region embeddings. region embeddings CONJUNCTION sentence embeddings. fusion layer CONJUNCTION task layer. task layer CONJUNCTION fusion layer. pre - training objectives USED-FOR model parameters. feature extraction layer USED-FOR sentence embeddings. fusion layer CONJUNCTION textual and visual information. textual and visual information CONJUNCTION fusion layer. feature extraction layer CONJUNCTION region embeddings. region embeddings CONJUNCTION feature extraction layer. feature extraction layer CONJUNCTION fusion layer. fusion layer CONJUNCTION feature extraction layer. pre - training objectives USED-FOR task layer. feature extraction layer PART-OF layers. task layer PART-OF layers. fusion layer PART-OF layers. layers PART-OF UniDoc. task layer PART-OF UniDoc. feature extraction layer PART-OF UniDoc. gated cross - attention mechanism USED-FOR fusion layer. fusion layer PART-OF UniDoc. Receipt Understanding CONJUNCTION Document Classification. Document Classification CONJUNCTION Receipt Understanding. Document Classification CONJUNCTION Document Object Detection. Document Object Detection CONJUNCTION Document Classification. Form Understanding CONJUNCTION Receipt Understanding. Receipt Understanding CONJUNCTION Form Understanding. Document Object Detection HYPONYM-OF downstream tasks. Form Understanding HYPONYM-OF downstream tasks. Document Classification HYPONYM-OF downstream tasks. Receipt Understanding HYPONYM-OF downstream tasks. Form Understanding CONJUNCTION Receipt Understanding. Receipt Understanding CONJUNCTION Form Understanding. SOTA baselines COMPARE UniDoc. UniDoc COMPARE SOTA baselines. UniDoc USED-FOR Receipt Understanding. UniDoc USED-FOR Form Understanding. Receipt Understanding CONJUNCTION Document Classification. Document Classification CONJUNCTION Receipt Understanding. Document Classification EVALUATE-FOR UniDoc. pre - training tasks CONJUNCTION visual backbones. visual backbones CONJUNCTION pre - training tasks. V / L / V+L CONJUNCTION pre - training tasks. pre - training tasks CONJUNCTION V /,"This paper presents UniDoc, a multimodal pre-trained model for document understanding. UniDoc consists of three layers: a fusion layer, a task layer, and two pre-training objectives for the model parameters. The fusion layer is trained with a gated cross-attention mechanism, and the feature extraction layer is used to extract sentence embeddings, and region embedding. The authors evaluate UniDoc on four downstream tasks: Form Understanding, Receipt Understanding, Document Classification, and Document Object Detection. Compared to SOTA baselines, UniDoc outperforms both V/L/V+L and V/R/R+L in terms of performance on the pre-train tasks and visual backbones."
2284,SP:de6c4c1a418d1ebadc294d77dda18612c163d9c0,"Generic is model. OtherScientificTerm are open center, clustering objective functions, k - median and k - means objectives, and k - median objective. Method are k - means, and LP - rounding techniques. ","This paper proposes a new model for clustering objective functions. The model is based on the idea that the open center of the data points should be close to the center of an open center. The authors propose to use clustering objectives functions that are a combination of the k-median and k-means objectives. The k-minimizer is a generalization of the classical k-mean objective, and the authors use LP-rounding techniques to approximate the k -means. "
2285,SP:de6c4c1a418d1ebadc294d77dda18612c163d9c0,l_p norm USED-FOR p values. LP rounding USED-FOR algorithm. It USED-FOR bi - criteria approximation guarantee. bi - criteria approximation guarantee FEATURE-OF clustering objective. runtime EVALUATE-FOR algorithm. sparsification USED-FOR runtime. sparsification USED-FOR algorithm. ,"This paper proposes an algorithm based on LP rounding, where the l_p norm is used to estimate the p values. It provides a bi-criteria approximation guarantee for the clustering objective. The runtime of the proposed algorithm is improved by sparsification."
2286,SP:de6c4c1a418d1ebadc294d77dda18612c163d9c0,\ell_p norm CONJUNCTION center - based clustering. center - based clustering CONJUNCTION \ell_p norm. fairness consistent USED-FOR center - based clustering. Linear Programming based ( approximation ) algorithm USED-FOR problem. OtherScientificTerm is fairness constraint. ,This paper studies the problem of fairness consistent in the context of \ell_p norm and center-based clustering. The authors propose a Linear Programming based (approximation) algorithm to solve this problem. The main contribution of this paper is the introduction of the fairness constraint.
2287,SP:de6c4c1a418d1ebadc294d77dda18612c163d9c0,"approximation algorithm USED-FOR individual fair k - clustering. metric space FEATURE-OF approximation algorithm. metric space FEATURE-OF individual fair k - clustering. It USED-FOR p - norm objective. It USED-FOR bi - criterial. optimum solution USED-FOR linear programming relaxation of the problem. solution USED-FOR filter function. Plesnik / Rita USED-FOR filter function. sparsification technique USED-FOR LP - relaxation. running time EVALUATE-FOR algorithm. OtherScientificTerm are individual fairness, and open facility. Generic are function, and approach. Method are filter, and LP - rounding algorithm. ","This paper proposes an approximation algorithm in the metric space of individual fair k-clustering in the context of individual fairness. It is motivated by the fact that the p-norm objective can be viewed as a bi-criterial, and that the optimum solution of the linear programming relaxation of the problem can be expressed as a function of the number of samples. The authors propose to use this solution to approximate a filter function based on Plesnik/Rita, which is a generalization of the LP-rounding algorithm. The paper also proposes a sparsification technique for this LP-relaxation. The proposed approach is based on the idea that the filter function can be decomposed into two parts: (1) an open facility, where the parameters of the filter can be sampled from the open facility and (2) a closed facility. The running time of the proposed algorithm is shown to be O(1/\sqrt{T}) where T is the dimension of the function."
2288,SP:feb4664dfd5066cff582f6b4f9b17c6169049ceb,"sampling CONJUNCTION sparsification. sparsification CONJUNCTION sampling. methods USED-FOR max k - way cuts. sparsification HYPONYM-OF methods. sampling HYPONYM-OF methods. methods USED-FOR methods. clustering instances EVALUATE-FOR method. Method are semi - definite program, and spectral graph sparsifiers. Metric are memory usage, and relative error. ","This paper proposes a semi-definite program to reduce the memory usage of spectral graph sparsifiers. The methods for max k-way cuts are based on methods such as sampling, sparsification, etc. The method is evaluated on clustering instances and the relative error is shown."
2289,SP:feb4664dfd5066cff582f6b4f9b17c6169049ceb,"algorithm USED-FOR MAX-$k$-CUT. sparsification techniques USED-FOR algorithm. O(n\log n)$ space USED-FOR algorithm. relaxation USED-FOR Frank - Wolfe with Gaussian sampling. Frank - Wolfe with Gaussian sampling USED-FOR algorithm. OtherScientificTerm are SDP bound, SDP guarantee, and regularization. Method is SDP formulation. Task is correlation clustering. Generic is bounds. ",This paper proposes an algorithm for MAX-$k$-CUT based on sparsification techniques. The algorithm is based on Frank-Wolfe with Gaussian sampling with a relaxation to the O(n\log n)$ space. The authors prove an SDP bound of $O(\sqrt{n})$ where $n$ is the number of samples in the SDP formulation. The SDP guarantee depends on $n \log n$. The authors also provide bounds for correlation clustering and show that the regularization is not necessary.
2290,SP:feb4664dfd5066cff582f6b4f9b17c6169049ceb,max - K - cut CONJUNCTION max - agree variant   of correlation clustering. max - agree variant   of correlation clustering CONJUNCTION max - K - cut. n^2 $ variables CONJUNCTION n^2 $ constraints. n^2 $ constraints CONJUNCTION n^2 $ variables. methods USED-FOR max - K - cut. n^2 $ variables FEATURE-OF semidefinte programs ( SDPs ). memory USED-FOR semidefinte programs ( SDPs ). it CONJUNCTION graph sparsification. graph sparsification CONJUNCTION it. approach USED-FOR dense graphs cases. Metric is approximation guarantees. Method is polynomial - time Gaussian sampling - based algorithms. ,"This paper proposes methods for optimizing max-K-cut and the max-agree variant  of correlation clustering, i.e., max-k-cut with approximation guarantees. The main idea is to use polynomial-time Gaussian sampling-based algorithms, where the memory for semidefinte programs (SDPs) with n^2$ variables and n^{2$ constraints can be stored in memory. The authors show that their approach can be applied to dense graphs cases, where it can be combined with graph sparsification."
2291,SP:feb4664dfd5066cff582f6b4f9b17c6169049ceb,"polytime sampling - based algorithms USED-FOR problems. spectral sparsification USED-FOR streaming model of computation. OtherScientificTerm are limited memory setting, edge set, dense graphs, and quadratic memory requirements. Metric is approximation guarantees. ","This paper studies the problem of streaming model of computation with spectral sparsification in a limited memory setting. In particular, the authors consider problems with quadratic memory requirements and propose polytime sampling-based algorithms for solving these problems. The main contribution of this paper is to provide approximation guarantees for the edge set. The authors also provide a theoretical analysis of the effect of dense graphs on the performance."
2292,SP:cfd6cf88a823729c281059e179788248238a6ed7,method USED-FOR video prediction. Motion - Aware Unit ( MAU ) USED-FOR method. MAU USED-FOR temporal receptive field. attention mechanism USED-FOR features. attention mechanism USED-FOR temporal receptive field. aggregate features CONJUNCTION content ” features. content ” features CONJUNCTION aggregate features. encoder CONJUNCTION decoder. decoder CONJUNCTION encoder. baselines pixel based metrics CONJUNCTION perceptual metric. perceptual metric CONJUNCTION baselines pixel based metrics. Method is Information recalling scheme. ,This paper proposes a method for video prediction based on Motion-Aware Unit (MAU). The MAU learns a temporal receptive field using an attention mechanism to aggregate features and “content” features. The encoder and decoder are jointly trained. Information recalling scheme is used. The experimental results are compared with baselines pixel based metrics and a perceptual metric.
2293,SP:cfd6cf88a823729c281059e179788248238a6ed7,"Motion - Aware Unit ( MAU ) USED-FOR video prediction. module USED-FOR temporal information. temporal receptive field USED-FOR temporal information. module USED-FOR autoencoder. next frames prediction CONJUNCTION early action recognition. early action recognition CONJUNCTION next frames prediction. benchmarks EVALUATE-FOR early action recognition. early action recognition EVALUATE-FOR method. next frames prediction EVALUATE-FOR method. next frames prediction HYPONYM-OF benchmarks. benchmarks EVALUATE-FOR method. Method are attention mechanism, and MAU layers. OtherScientificTerm is spatial and temporal information. ",This paper proposes a Motion-Aware Unit (MAU) for video prediction. The proposed module encodes temporal information into a temporal receptive field and feeds it to an autoencoder. The attention mechanism is based on the idea that spatial and temporal information should be encoded separately in the MAU layers. The method is evaluated on two benchmarks: next frames prediction and early action recognition.
2294,SP:cfd6cf88a823729c281059e179788248238a6ed7,Motion - Aware Unit ( MAU ) USED-FOR video prediction. attention module CONJUNCTION fusion module. fusion module CONJUNCTION attention module. attention module USED-FOR it. fusion module USED-FOR it. it USED-FOR attention. attentive temporal state CONJUNCTION current spatial state. current spatial state CONJUNCTION attentive temporal state. spatial and temporal update gates USED-FOR attentive temporal state. spatial and temporal update gates USED-FOR current spatial state. ,"This paper proposes a Motion-Aware Unit (MAU) for video prediction. Specifically, it combines an attention module with a fusion module. The attentive temporal state and the current spatial state are updated using spatial and temporal update gates. The fusion module is also trained to combine attention and spatial information."
2295,SP:cfd6cf88a823729c281059e179788248238a6ed7,Motion - Aware Unit ( MAU ) USED-FOR video prediction tasks. attention module CONJUNCTION fusion module. fusion module CONJUNCTION attention module. modules PART-OF MAU. fusion module HYPONYM-OF modules. attention module HYPONYM-OF modules. attention module PART-OF MAU. fusion module PART-OF MAU. attention map USED-FOR motion information ( AMI ). fusion module USED-FOR augmented motion information ( AMI ). Generic is state - of - the - arts. ,"This paper proposes a Motion-Aware Unit (MAU) for video prediction tasks. The MAU consists of two modules: an attention module and a fusion module. The attention map is used to extract motion information (AMI) from the video, while the fusion module is used for augmenting the augmented motion information. The proposed MAU is shown to outperform the state-of-the-arts."
2296,SP:07fa7cd4344d77a6e0f180d4f251cc8356b5202f,two - layer neural network function approximation CONJUNCTION generative model. generative model CONJUNCTION two - layer neural network function approximation. two - layer neural network function approximation USED-FOR sample efficient RL. policy completeness assumption CONJUNCTION Bellman completeness assumption. Bellman completeness assumption CONJUNCTION policy completeness assumption. near - optimal policy USED-FOR stochastic MDPs. poly samples USED-FOR optimal policy. ( non - optimistic ) value regression USED-FOR algorithms. OtherScientificTerm is deterministic MDP. Metric is sample complexity. ,"This paper studies sample efficient RL with a two-layer neural network function approximation and a generative model. The main contributions of the paper are: (1) a policy completeness assumption and the Bellman completeness assumptions, which allow to learn a near-optimal policy for stochastic MDPs, and (2) a deterministic MDP, which allows to learn an optimal policy with poly samples. The algorithms are based on (non-optimistic) value regression, and the sample complexity is shown to be O(1/\sqrt{T})$."
2297,SP:07fa7cd4344d77a6e0f180d4f251cc8356b5202f,1 - hidden layer neural network CONJUNCTION low - rank polynomial function approximation schemes. low - rank polynomial function approximation schemes CONJUNCTION 1 - hidden layer neural network. 1 - hidden layer neural network USED-FOR reinforcement learning. low - rank polynomial function approximation schemes USED-FOR reinforcement learning. realizability CONJUNCTION completness. completness CONJUNCTION realizability. planning PART-OF episodic reinforcement learning. sample complexity EVALUATE-FOR algorithms. sample complexity EVALUATE-FOR baselines. baselines USED-FOR function approximation schemes. They COMPARE baselines. baselines COMPARE They. sample complexity EVALUATE-FOR They. Method is generative model. ,This paper proposes a generative model that combines a 1-hidden layer neural network with low-rank polynomial function approximation schemes for reinforcement learning with the goal of improving realizability and completness. The main contribution of this paper is to study the problem of planning in episodic reinforcement learning. They show that their algorithms have a better sample complexity than baselines for function approximation.
2298,SP:07fa7cd4344d77a6e0f180d4f251cc8356b5202f,neural function approximation USED-FOR RL. two - layer NNs USED-FOR generative model. realizability USED-FOR algorithm. two - layer NNs USED-FOR algorithm. two - layer NNs USED-FOR algorithm. linear methods CONJUNCTION methods. methods CONJUNCTION linear methods. bounded eluder dimension FEATURE-OF methods. Task is linear feature approximation. ,This paper studies the problem of neural function approximation in RL. The authors propose an algorithm based on realizability that uses two-layer NNs to learn a generative model. The main contribution of the paper is the analysis of linear feature approximation and the comparison with linear methods and methods with bounded eluder dimension.
2299,SP:07fa7cd4344d77a6e0f180d4f251cc8356b5202f,sampling efficiency EVALUATE-FOR nonlinear reinforcement learning. sampling efficiency EVALUATE-FOR neural network approximations. neural network approximations USED-FOR nonlinear reinforcement learning. hidden layer PART-OF two - layer fully connected neural network. sampling complexity EVALUATE-FOR It. ,This paper aims to improve the sampling efficiency of neural network approximations for nonlinear reinforcement learning. The authors propose a two-layer fully connected neural network with one hidden layer. It is shown to reduce the sampling complexity by an order of magnitude.
2300,SP:cac881243abde92a28c110f5bd84d115ed189bda,"training and testing data splits USED-FOR deep metric learning ( DML ). ResNet-50 USED-FOR FID. benchmarks CONJUNCTION Recall@k metric. Recall@k metric CONJUNCTION benchmarks. train / test split USED-FOR generalization. OtherScientificTerm are train / test splits, train and test distributions, and train / test FID distances. Task is DML generalization. ","This paper studies the problem of deep metric learning (DML) with training and testing data splits. The authors propose to use ResNet-50 to compute FID between the train/test splits, and show that the train and test distributions are similar. They also show that DML generalization can be improved when the train / test split is used to improve the generalization. Finally, the authors provide some empirical results on several benchmarks and the Recall@k metric, showing that the training/test FID distances are correlated."
2301,SP:cac881243abde92a28c110f5bd84d115ed189bda,"benchmark USED-FOR deep metric learning. method USED-FOR train / test split. OtherScientificTerm are distribution shift, and FID. Method is metric learning methods. ","This paper proposes a new benchmark for deep metric learning. The proposed method is based on the idea of train/test split, which is motivated by the observation that distribution shift can lead to poor performance of metric learning methods. To address this issue, the authors propose to use FID."
2302,SP:cac881243abde92a28c110f5bd84d115ed189bda,benchmark EVALUATE-FOR deep metric learning algorithms. deep metric learning algorithms USED-FOR zero - shot tasks. benchmark EVALUATE-FOR generalization. out - of - distribution shifts FEATURE-OF generalization. FID score USED-FOR distribution shift. methods CONJUNCTION architectures. architectures CONJUNCTION methods. query - support framework USED-FOR few - shot learning. generalization EVALUATE-FOR query - support framework. Metric is FID measure. Method is ROC curve. OtherScientificTerm is task difficulty. ,"This paper presents a benchmark for evaluating the generalization of deep metric learning algorithms on zero-shot tasks under out-of-distribution shifts. The FID measure is based on the ROC curve, and the authors propose to use the FID score as a measure of distribution shift. The authors also propose a query-support framework for few-shot learning, and compare the proposed methods and architectures to several existing methods. The paper also provides a theoretical analysis of the task difficulty."
2303,SP:cac881243abde92a28c110f5bd84d115ed189bda,way USED-FOR metric - learning algorithms. proxy - metric USED-FOR ranking dataset generalization difficulty. FID score USED-FOR proxy - metric. score USED-FOR train / test splits. AUC type score EVALUATE-FOR methods. self - supervised pre - trained models CONJUNCTION fine - tuning. fine - tuning CONJUNCTION self - supervised pre - trained models. self - supervised pre - trained models USED-FOR network capacity. few - shot learning USED-FOR fine - tuning. Metric is proxy - metric of OOD generalization difficulty. Method is metric learning methods. ,"This paper proposes a new way to evaluate the performance of metric-learning algorithms. The authors propose a proxy-metric of OOD generalization difficulty based on the FID score, which can be used for ranking dataset generalization difficulties. The proposed score is used to compute train/test splits, which are then used to evaluate different methods on the AUC type score. Experiments show that self-supervised pre-trained models and fine-tuning with few-shot learning can improve the network capacity."
2304,SP:bacff3685476855a32549d03095375649fd89df2,model selection USED-FOR unsupervised outlier detection. data - driven approach USED-FOR model selection. data - driven approach USED-FOR unsupervised outlier detection. matrix factorization method USED-FOR model performance predictor. METAOD USED-FOR method. matrix factorization method USED-FOR method. matrix factorization method USED-FOR METAOD. 300 + models USED-FOR implementations. implementations EVALUATE-FOR METAOD. parameter configurations FEATURE-OF outlier detection methods. Method is outlier detection models. Task is test time model evaluation. ,"This paper proposes a data-driven approach to model selection for unsupervised outlier detection. The proposed method, METAOD, uses a matrix factorization method to improve the model performance predictor. The authors evaluate the effectiveness of the proposed method on three implementations with 300 + models. The results show that the proposed parameter configurations of outlier detector methods can be used to evaluate the performance of different outlier prediction methods. In addition, the authors provide a theoretical analysis of the effect of different parameter configurations on the performance and efficiency of the outlier generation models. Finally, the paper provides some empirical results on test time model evaluation."
2305,SP:bacff3685476855a32549d03095375649fd89df2,model selection approach USED-FOR outlier detection. METAOD USED-FOR outlier detection. METAOD HYPONYM-OF model selection approach. METAOD USED-FOR outlier detection models. historical information USED-FOR detection model. Collaborative Filtering USED-FOR METAOD. METAOD COMPARE model - selection baselines. model - selection baselines COMPARE METAOD. METAOD USED-FOR outlier detection model selection. Method is meta - learning. OtherScientificTerm is meta - features. ,"This paper proposes METAOD, a model selection approach for outlier detection, which is based on Collaborative Filtering. The main idea is to use meta-learning, where the meta-features of the detection model are extracted from the historical information of the original detection model. The authors show that the proposed METAED can improve the performance of outlier Detection models by improving the performance on several datasets. The experimental results show that MTAOD outperforms other model-selection baselines. The paper also provides a theoretical analysis of the effect of meta-learned features on the final performance. Finally, the authors provide an empirical evaluation of the effectiveness of the proposed model selection model selection based on the performance and the proposed meta-filtering."
2306,SP:bacff3685476855a32549d03095375649fd89df2,hyper - parameter values PART-OF models. method USED-FOR outlier detection model. outlier detection model CONJUNCTION hyper - parameter values. hyper - parameter values CONJUNCTION outlier detection model. model architecture CONJUNCTION model configuration. model configuration CONJUNCTION model architecture. model configuration CONJUNCTION hyper - parameter values. hyper - parameter values CONJUNCTION model configuration. model configuration PART-OF model. model architecture PART-OF model. Method is MetaOD. Task is meta - training stage. Generic is it. ,"This paper proposes a method called MetaOD to jointly train an outlier detection model and hyper-parameter values for different models. The idea of MetaOD is that the model architecture, the model configuration, and the model values should be learned together during the meta-training stage. The authors show that it is possible to train a model with a combination of the proposed model architecture and model configuration as well as the learned model configuration."
2307,SP:bacff3685476855a32549d03095375649fd89df2,METAOD USED-FOR unsupervised outlier model selection problem. data - driven method USED-FOR unsupervised outlier model selection problem. METAOD HYPONYM-OF data - driven method. meta - learning USED-FOR METAOD. model USED-FOR dataset. model USED-FOR METAOD. historical outlier detection benchmark datasets USED-FOR detection models. detection models USED-FOR METAOD. meta - features USED-FOR outlying characteristics. METAOD CONJUNCTION meta - learning database. meta - learning database CONJUNCTION METAOD. ,"This paper proposes METAOD, a data-driven method to solve the unsupervised outlier model selection problem using meta-learning. The model is trained on the original dataset and then used to train new detection models based on historical outlier detection benchmark datasets. The meta-features are used to detect outlying characteristics. The authors conduct extensive experiments on both the original datasets and the new dataset to demonstrate the effectiveness of METAOOD and the meta -learning database."
2308,SP:bf1c45ef27953acab2195d54c8197d360c1e8190,"method USED-FOR prediction + programming "" problem. soft constraints PART-OF objective. hard constraints PART-OF optimization problem. unconstrained optimization problem USED-FOR optimization problem. surrogate function USED-FOR soft constraints. method USED-FOR approximate optimization problem. two - stage methods CONJUNCTION SPO+. SPO+ CONJUNCTION two - stage methods. synthetic settings EVALUATE-FOR method. Task is programming problem. OtherScientificTerm are constraint violations, gradients, and end - to - end. Method is neural network. ","This paper proposes a method for solving the ""prediction + programming"" problem. The programming problem is formulated as an unconstrained optimization problem, where the objective consists of soft constraints and hard constraints. The soft constraints are modeled as a surrogate function, and the hard constraints are represented as gradients of a neural network. The proposed method is able to solve an approximate optimization problem. Experiments on two-stage methods and SPO+ demonstrate the effectiveness of the proposed method in both synthetic settings and end-to-end."
2309,SP:bf1c45ef27953acab2195d54c8197d360c1e8190,"Generic are approach, and It. Method are derivative - based learning methods, and objective penalization. OtherScientificTerm are hard constraints, soft constraints, objective change, and infeasibility. ","This paper proposes an approach to penalize the performance of derivative-based learning methods. It is motivated by the observation that objective penalization does not work well under hard constraints, but works well under soft constraints. The authors argue that this is due to the infeasibility of the objective change."
2310,SP:bf1c45ef27953acab2195d54c8197d360c1e8190,"surrogate function USED-FOR objective functions. closed - form solution USED-FOR objective functions. closed - form solution FEATURE-OF surrogate function. soft constraints FEATURE-OF objective functions. convex hull of feasible solutions USED-FOR corners of infeasible points. geometric perspective USED-FOR bounds. SPO+ loss function CONJUNCTION DF metric. DF metric CONJUNCTION SPO+ loss function. approach COMPARE SPO+ loss function. SPO+ loss function COMPARE approach. approach COMPARE DF metric. DF metric COMPARE approach. DF metric USED-FOR portfolio optimization. Generic are those, functions, and surrogate. OtherScientificTerm is hard constraints. ","This paper proposes a surrogate function for objective functions with soft constraints, which is a closed-form solution to the objective functions that satisfy those constraints. The authors derive bounds from a geometric perspective, showing that the corners of infeasible points can be represented as a convex hull of feasible solutions, and that these functions can be approximated by a surrogate that satisfies the hard constraints. They compare their approach to the SPO+ loss function and the DF metric for portfolio optimization."
2311,SP:bf1c45ef27953acab2195d54c8197d360c1e8190,soft constraints PART-OF predict+programming paradigm. prediction component PART-OF optimization / solving. mathematical programming models CONJUNCTION prediction component. prediction component CONJUNCTION mathematical programming models. soft constraints PART-OF method. surrogate USED-FOR problem. piecewise linear constraints FEATURE-OF problem. ,This paper proposes a method to incorporate soft constraints into the predict+programming paradigm. The authors combine mathematical programming models with a prediction component in the optimization/solving. The main idea is to use a surrogate to solve the problem with piecewise linear constraints.
